date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:09:33	24419/24419	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:00:54%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythondee6.html	(from https://www.w3schools.com/python/python_sets.asp)
13:09:34	23783/23783	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:56:11%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_sets_duplicate_error	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonff37.html	(from https://www.w3schools.com/python/python_sets.asp)
13:09:36	23751/23751	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:01:53%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_length	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonef26.html	(from https://www.w3schools.com/python/python_sets.asp)
13:09:36	23894/23894	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:10:06%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_datatypes	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythona947.html	(from https://www.w3schools.com/python/python_sets.asp)
13:09:37	23768/23768	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:15:22%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_datatypes2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython9793.html	(from https://www.w3schools.com/python/python_sets.asp)
13:09:38	23766/23766	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:11:33%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_datatypes3	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonc2cc.html	(from https://www.w3schools.com/python/python_sets.asp)
13:09:39	24372/24372	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:34:29%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython8b80.html	(from https://www.w3schools.com/python/python_sets.asp)
13:09:41	24211/24211	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:01:19%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_loop	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython4f1c.html	(from https://www.w3schools.com/python/python_sets_access.asp)
13:09:41	23761/23761	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:28:02%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_in	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythond0b9.html	(from https://www.w3schools.com/python/python_sets_access.asp)
13:09:42	24323/24323	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:21:35%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_add	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython4bd8.html	(from https://www.w3schools.com/python/python_sets_add.asp)
13:09:44	23879/23879	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:12:25%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_sets_update	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonc514.html	(from https://www.w3schools.com/python/python_sets_add.asp)
13:09:45	23847/23847	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:34:30%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_sets_update2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythona4e5.html	(from https://www.w3schools.com/python/python_sets_add.asp)
13:09:47	24288/24288	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:45:55%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_remove	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython3f3b.html	(from https://www.w3schools.com/python/python_sets_remove.asp)
13:09:47	24289/24289	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:12:59%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_discard	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonf640.html	(from https://www.w3schools.com/python/python_sets_remove.asp)
13:09:48	24395/24395	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:17:41%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_pop	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython8530.html	(from https://www.w3schools.com/python/python_sets_remove.asp)
13:09:49	23769/23769	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:18:46%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_clear	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythond4d1.html	(from https://www.w3schools.com/python/python_sets_remove.asp)
13:09:50	24069/24069	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2013:04:09%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_del	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython9900.html	(from https://www.w3schools.com/python/python_sets_remove.asp)
13:09:51	24322/24322	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:21:13%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_union	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython27cf.html	(from https://www.w3schools.com/python/python_sets_join.asp)
13:09:52	24316/24316	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:18:08%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_set_update2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython4d13.html	(from https://www.w3schools.com/python/python_sets_join.asp)
13:09:54	23808/23808	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:52:18%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_sets_intersection_update	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythona68e.html	(from https://www.w3schools.com/python/python_sets_join.asp)
13:09:55	23805/23805	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:39:20%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_sets_intersection	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythona6eb.html	(from https://www.w3schools.com/python/python_sets_join.asp)
13:09:56	23850/23850	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2013:03:57%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_sets_symmetric_difference_update	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython1cab.html	(from https://www.w3schools.com/python/python_sets_join.asp)
13:09:57	23847/23847	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:48:10%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_sets_symmetric_difference	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonecf4.html	(from https://www.w3schools.com/python/python_sets_join.asp)
13:09:58	91369/91369	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:12:46%20GMT	https://www.w3schools.com/python/ref_set_add.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_add.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:09:59	90576/90576	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2010:03:30%20GMT	https://www.w3schools.com/python/ref_set_clear.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_clear.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:00	92465/92465	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:43:56%20GMT	https://www.w3schools.com/python/ref_set_copy.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_copy.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:02	91785/91785	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:15:36%20GMT	https://www.w3schools.com/python/ref_set_difference.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_difference.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:03	91337/91337	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:41:16%20GMT	https://www.w3schools.com/python/ref_set_difference_update.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_difference_update.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:03	91118/91118	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:16:19%20GMT	https://www.w3schools.com/python/ref_set_discard.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_discard.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:04	91984/91984	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:47:43%20GMT	https://www.w3schools.com/python/ref_set_intersection.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_intersection.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:05	92320/92320	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:57:45%20GMT	https://www.w3schools.com/python/ref_set_intersection_update.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_intersection_update.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:06	91614/91614	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:35:24%20GMT	https://www.w3schools.com/python/ref_set_isdisjoint.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_isdisjoint.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:07	91696/91696	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:18:45%20GMT	https://www.w3schools.com/python/ref_set_issubset.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_issubset.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:09	91729/91729	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:12:22%20GMT	https://www.w3schools.com/python/ref_set_issuperset.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_issuperset.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:10	91158/91158	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:17:12%20GMT	https://www.w3schools.com/python/ref_set_pop.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_pop.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:11	91116/91116	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:06:35%20GMT	https://www.w3schools.com/python/ref_set_remove.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_remove.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:12	91158/91158	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:29:31%20GMT	https://www.w3schools.com/python/ref_set_symmetric_difference.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_symmetric_difference.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:14	91112/91112	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2010:10:23%20GMT	https://www.w3schools.com/python/ref_set_symmetric_difference_update.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_symmetric_difference_update.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:15	91934/91934	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:50:13%20GMT	https://www.w3schools.com/python/ref_set_union.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_union.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:16	91095/91095	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:44:19%20GMT	https://www.w3schools.com/python/ref_set_update.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_set_update.html	(from https://www.w3schools.com/python/python_sets_methods.asp)
13:10:18	102640/102640	---M--	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2013:10:19%20GMT	https://www.w3schools.com/python/exercise.asp?filename=exercise_sets1	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/exercise016f.html	(from https://www.w3schools.com/python/python_sets_exercises.asp)
13:10:19	23830/23830	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:42:08%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython8e71.html	(from https://www.w3schools.com/python/python_dictionaries.asp)
13:10:20	23792/23792	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:40:07%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_brand	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonb60c.html	(from https://www.w3schools.com/python/python_dictionaries.asp)
13:10:21	23847/23847	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:53:11%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_duplicates	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython003e.html	(from https://www.w3schools.com/python/python_dictionaries.asp)
13:10:22	23802/23802	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:04:57%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_len	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonf610.html	(from https://www.w3schools.com/python/python_dictionaries.asp)
13:10:23	23905/23905	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:58:53%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_datatypes	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython488e.html	(from https://www.w3schools.com/python/python_dictionaries.asp)
13:10:25	23805/23805	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:13:06%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_datatypes2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython20d7.html	(from https://www.w3schools.com/python/python_dictionaries.asp)
13:10:27	23802/23802	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:55:15%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_access	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython1a6a.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:29	23806/23806	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:59:02%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_get	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython7c50.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:30	23834/23834	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:53:28%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_keys	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonb5e9.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:31	23945/23945	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:42:21%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_keys2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython9307.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:33	23837/23837	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:00:44%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_values	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythona894.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:33	23936/23936	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:02:42%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_values2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonb1fd.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:35	23945/23945	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:39:41%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_values3	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython58a0.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:37	23867/23867	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:47:21%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_items	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython8979.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:40	23997/23997	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2013:07:02%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_items2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython8e62.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:41	24017/24017	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:44:53%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_items3	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythoncfb1.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:42	23916/23916	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:45:12%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_in	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython27f6.html	(from https://www.w3schools.com/python/python_dictionaries_access.asp)
13:10:42	23859/23859	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2013:00:07%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_change	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython79b4.html	(from https://www.w3schools.com/python/python_dictionaries_change.asp)
13:10:43	23865/23865	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:57:29%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_update	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython38c1.html	(from https://www.w3schools.com/python/python_dictionaries_change.asp)
13:10:44	23873/23873	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:01:36%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_add	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython7bff.html	(from https://www.w3schools.com/python/python_dictionaries_add.asp)
13:10:45	23883/23883	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:59:51%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dict_add2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythona59c.html	(from https://www.w3schools.com/python/python_dictionaries_add.asp)
13:10:48	23833/23833	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:56:51%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_pop	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonbde5.html	(from https://www.w3schools.com/python/python_dictionaries_remove.asp)
13:10:52	23836/23836	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:09:13%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_popitem	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython8c1a.html	(from https://www.w3schools.com/python/python_dictionaries_remove.asp)
13:10:53	23833/23833	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:09:09%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_del2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython7876.html	(from https://www.w3schools.com/python/python_dictionaries_remove.asp)
13:10:54	24120/24120	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2013:10:25%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_del3	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython78db.html	(from https://www.w3schools.com/python/python_dictionaries_remove.asp)
13:10:54	23799/23799	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:31:21%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_clear	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython4206.html	(from https://www.w3schools.com/python/python_dictionaries_remove.asp)
13:10:55	23820/23820	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:43:11%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_loop	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonb465.html	(from https://www.w3schools.com/python/python_dictionaries_loop.asp)
13:10:56	23831/23831	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:44:14%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_loop2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythona01c.html	(from https://www.w3schools.com/python/python_dictionaries_loop.asp)
13:10:58	23830/23830	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:49:20%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_loop_values	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython047a.html	(from https://www.w3schools.com/python/python_dictionaries_loop.asp)
13:11:01	23827/23827	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:10:24%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_loop_keys	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython258e.html	(from https://www.w3schools.com/python/python_dictionaries_loop.asp)
13:11:02	23852/23852	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:46:56%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_loop_items	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython875a.html	(from https://www.w3schools.com/python/python_dictionaries_loop.asp)
13:11:03	23854/23854	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2009:12:25%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_copy	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypythonb0c3.html	(from https://www.w3schools.com/python/python_dictionaries_copy.asp)
13:11:03	23853/23853	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:47:02%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_copy2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython610e.html	(from https://www.w3schools.com/python/python_dictionaries_copy.asp)
13:11:04	24042/24042	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:57:53%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_nested	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython7df5.html	(from https://www.w3schools.com/python/python_dictionaries_nested.asp)
13:11:05	24077/24077	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:21:20%20GMT	https://www.w3schools.com/python/trypython.asp?filename=demo_dictionary_nested2	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/trypython6e5b.html	(from https://www.w3schools.com/python/python_dictionaries_nested.asp)
13:11:06	90714/90714	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:24:07%20GMT	https://www.w3schools.com/python/ref_dictionary_clear.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_clear.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:07	90703/90703	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:47:51%20GMT	https://www.w3schools.com/python/ref_dictionary_copy.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_copy.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:07	91463/91463	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:54:47%20GMT	https://www.w3schools.com/python/ref_dictionary_fromkeys.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_fromkeys.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:08	91679/91679	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:32:52%20GMT	https://www.w3schools.com/python/ref_dictionary_get.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_get.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:09	91439/91439	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:52:45%20GMT	https://www.w3schools.com/python/ref_dictionary_items.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_items.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:09	91399/91399	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:40:42%20GMT	https://www.w3schools.com/python/ref_dictionary_keys.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_keys.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:10	91904/91904	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:07:07%20GMT	https://www.w3schools.com/python/ref_dictionary_pop.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_pop.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:11	91482/91482	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2012:09:03%20GMT	https://www.w3schools.com/python/ref_dictionary_popitem.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_popitem.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
13:11:12	92032/92032	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20May%202022%2011:40:52%20GMT	https://www.w3schools.com/python/ref_dictionary_setdefault.asp	C:/Mes%20Sites%20Web/Cours%20Python/www.w3schools.com/python/ref_dictionary_setdefault.html	(from https://www.w3schools.com/python/python_dictionaries_methods.asp)
